pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,windspeed,rainfall,day_repaired_sin,day_repaired_cos,winddirection_sin,winddirection_cos
1010.5,31.6,29.0,25.3,26.1,79.0,80.0,2.3,11.3,1,0.017260640905388414,-0.9998510240408495,0.40673664307580043,-0.9135454576426008
1008.4,33.7,30.0,27.8,25.0,78.0,38.0,11.4,13.9,0,1.2246467991473532e-16,-1.0,-0.587785252292473,-0.8090169943749475
1008.1,32.4,30.1,28.0,25.9,77.0,38.0,11.8,15.2,0,-0.017260640905388168,-0.9998510240408495,-0.9510565162951536,0.30901699437494723
1008.5,33.3,30.6,28.1,25.9,81.0,58.0,6.0,16.5,1,-0.03451613896970804,-0.9994041405510704,-0.9945218953682734,-0.10452846326765336
1007.8,33.3,30.1,28.6,25.9,75.0,44.0,10.6,10.9,0,-0.051761352884209084,-0.9986594826804562,-0.587785252292473,-0.8090169943749475
1003.8,31.2,28.7,26.9,24.8,86.0,83.0,3.1,12.3,1,-0.06899114440432443,-0.9976172723012476,-0.9510565162951535,-0.30901699437494756
1008.5,30.2,28.7,26.2,26.4,84.0,87.0,4.3,9.1,1,-0.08620037988061958,-0.9962778199420265,-0.9945218953682734,-0.10452846326765336
1006.4,32.3,29.9,28.2,25.2,84.0,72.0,10.7,17.3,1,-0.10338393178837013,-0.9946415246951927,-0.9945218953682734,-0.10452846326765336
1009.6,30.7,29.0,27.7,25.3,82.0,79.0,0.3,24.4,1,-0.12053668025532327,-0.992708874098054,0.9945218953682733,0.10452846326765368
1005.9,32.9,29.2,28.2,26.2,75.0,47.0,9.1,13.8,1,-0.13765351458716824,-0.9904804439875632,-0.9510565162951536,0.30901699437494723
1008.6,32.3,29.5,26.0,24.6,79.0,78.0,9.1,12.5,0,-0.15472933479028106,-0.9879568983287464,0.8660254037844387,0.4999999999999999
1005.8,32.2,29.4,26.4,25.3,81.0,59.0,7.2,23.7,0,-0.17175905309127606,-0.9851389890168738,0.5877852522924731,0.8090169943749475
1011.5,32.8,30.1,28.0,25.9,77.0,38.0,12.1,15.3,0,-0.18873759545291652,-0.9820275556534304,-0.9945218953682733,0.10452846326765387
1006.6,33.1,30.3,28.2,25.8,78.0,69.0,11.2,8.0,0,-0.20565990308593624,-0.9786235252959553,-0.9945218953682733,0.10452846326765387
1008.3,33.7,30.3,28.0,24.3,74.0,38.0,10.5,15.5,1,-0.22252093395631428,-0.9749279121818236,-0.9945218953682734,-0.10452846326765336
1008.5,34.4,30.1,27.8,24.3,74.0,28.0,10.1,9.2,0,-0.23931566428755743,-0.9709418174260521,-0.9945218953682734,-0.10452846326765336
1008.4,32.1,30.6,28.0,24.3,80.0,65.0,9.9,17.2,0,-0.2560390900575466,-0.9666664286932196,-0.9510565162951535,-0.30901699437494756
1008.0,33.2,30.6,26.4,26.2,81.0,78.0,5.1,15.7,1,-0.2726862284894939,-0.9621030198436005,-0.20791169081775987,0.9781476007338056
1002.2,33.2,30.2,27.4,24.7,72.0,29.0,10.2,7.9,0,-0.2892521195365676,-0.9572529505536158,0.40673664307580015,0.9135454576426009
1008.2,33.2,30.0,28.8,25.3,77.0,53.0,11.0,4.5,0,-0.30573182735975307,-0.9521176659107141,-0.4067366430758002,-0.9135454576426009
1000.1,31.1,28.7,27.2,24.5,82.0,88.0,2.2,5.5,1,-0.3221204417984906,-0.946698695982806,-0.9510565162951536,0.30901699437494723
1011.5,31.4,28.7,26.9,25.3,82.0,88.0,1.6,22.0,1,-0.33841307983367025,-0.9409976553623766,-0.8660254037844388,-0.4999999999999996
1007.6,31.7,28.1,26.6,24.5,83.0,78.0,2.3,23.5,1,-0.3546048870425356,-0.9350162426854148,-0.587785252292473,-0.8090169943749475
1011.4,31.0,28.1,26.9,26.3,76.0,69.0,8.8,9.1,1,-0.37069103904506734,-0.9287562401253024,0.40673664307580015,0.9135454576426009
1002.2,30.5,27.9,25.2,24.3,82.0,75.0,5.6,13.9,1,-0.38666674294141845,-0.9222195128618105,-0.587785252292473,-0.8090169943749475
1009.2,31.0,28.9,26.4,25.4,89.0,86.0,1.3,11.7,1,-0.4025272387399674,-0.9154080085253664,0.9945218953682734,-0.10452846326765333
1006.1,33.5,30.6,28.1,25.4,77.0,57.0,10.6,26.1,1,-0.41826780077556486,-0.9083237566167541,-0.9945218953682733,0.10452846326765387
1006.7,33.3,30.2,28.0,24.3,77.0,32.0,10.9,25.0,0,-0.4338837391175584,-0.900968867902419,-0.20791169081775987,0.9781476007338056
1000.3,33.5,30.4,28.3,24.1,71.0,48.0,10.0,15.3,1,-0.4493704009671614,-0.893345533785563,0.20791169081775931,0.9781476007338057
1004.3,35.4,31.4,28.4,24.8,62.0,38.0,11.2,22.4,0,-0.46472317204376845,-0.8854560256532099,0.7431448254773942,-0.6691306063588582
1010.3,31.1,28.9,26.7,26.0,86.0,83.0,6.4,26.4,1,-0.4799374779597865,-0.877302694199442,1.2246467991473532e-16,-1.0
1006.6,33.3,30.8,28.6,24.7,72.0,29.0,10.6,20.2,0,-0.4950087855835813,-0.8688879687250066,-0.20791169081775987,0.9781476007338056
1005.5,29.2,27.5,25.6,24.9,74.0,87.0,0.6,11.9,0,-0.5099326043901357,-0.8602143564135009,0.40673664307580015,0.9135454576426009
999.0,35.1,31.0,28.6,26.4,75.0,57.0,9.4,11.3,1,-0.524704487799008,-0.8512844415843512,-0.40673664307580093,0.9135454576426005
1008.4,31.2,28.1,26.8,25.4,81.0,88.0,0.3,21.9,1,-0.539320034499199,-0.8421008849228119,0.8660254037844387,0.4999999999999999
1005.6,30.5,27.6,26.9,23.7,73.0,60.0,8.6,13.8,0,-0.5537748897605327,-0.8326664226872066,-0.9945218953682734,-0.10452846326765336
1008.3,32.8,29.2,26.8,24.0,80.0,85.0,5.3,13.9,1,-0.5680647467311556,-0.8229838658936566,-0.9945218953682734,-0.10452846326765336
1007.1,32.4,29.2,26.4,26.0,74.0,43.0,7.7,11.8,0,-0.5821853477207704,-0.8130560994785327,-0.7431448254773944,-0.6691306063588581
1006.4,31.3,28.8,27.3,26.4,87.0,84.0,1.2,13.9,1,-0.5961324854692256,-0.8028860814388823,-0.9945218953682734,-0.10452846326765336
1007.9,33.8,30.7,28.0,24.8,81.0,82.0,4.6,17.3,1,-0.6099020044000729,-0.7924768419510904,0.9945218953682733,0.10452846326765368
1008.4,31.1,29.0,26.4,24.3,74.0,46.0,5.7,21.5,1,-0.6234898018587334,-0.7818314824680299,0.7431448254773942,-0.6691306063588582
1008.4,31.0,28.7,26.5,25.3,81.0,83.0,3.9,12.6,0,-0.6368918293348893,-0.7709531747949795,-0.9510565162951536,0.30901699437494723
1008.5,31.1,28.1,26.4,25.5,78.0,80.0,7.9,18.4,1,-0.6501040936687441,-0.7598451601445789,-2.4492935982947064e-16,1.0
1010.8,28.9,26.3,25.4,23.9,79.0,55.0,10.2,18.8,0,-0.663122658240795,-0.7485107481711013,0.7431448254773942,-0.6691306063588582
1008.1,29.6,26.9,24.8,25.8,78.0,88.0,6.9,17.3,1,-0.6759436441447543,-0.7369533159843368,0.9510565162951535,0.30901699437494745
1010.9,29.6,26.4,24.5,23.6,82.0,58.0,4.8,17.3,1,-0.6885632313432769,-0.7251763071433767,0.8660254037844386,-0.5000000000000002
1012.3,28.6,26.8,24.8,23.8,72.0,48.0,10.9,12.8,0,-0.700977659806149,-0.7131832306305966,0.40673664307580015,0.9135454576426009
1012.2,31.9,28.0,26.7,25.3,81.0,77.0,4.6,22.5,1,-0.7131832306305961,-0.7009776598061496,0.7431448254773941,0.6691306063588582
1011.5,29.5,26.9,25.0,23.8,75.0,43.0,7.7,22.6,0,-0.7251763071433761,-0.6885632313432775,0.8660254037844386,-0.5000000000000002
1011.7,32.3,29.9,27.2,23.2,73.0,43.0,9.5,25.0,0,-0.7369533159843369,-0.6759436441447542,0.9945218953682733,0.10452846326765368
1011.4,31.2,28.9,26.4,23.1,70.0,47.0,7.7,17.2,0,-0.7485107481711011,-0.6631226582407952,0.20791169081775931,0.9781476007338057
1012.5,28.7,26.5,24.8,23.2,71.0,45.0,10.2,25.0,0,-0.7598451601445789,-0.650104093668744,0.9945218953682733,0.10452846326765368
1005.7,28.9,26.0,24.8,23.0,73.0,44.0,9.8,20.5,0,-0.7709531747949796,-0.6368918293348892,0.40673664307580015,0.9135454576426009
1005.0,33.0,30.0,28.1,25.0,77.0,43.0,9.4,29.0,0,-0.7818314824680297,-0.6234898018587337,-0.9945218953682734,-0.10452846326765336
1008.4,33.3,30.1,27.0,22.5,84.0,48.0,7.9,17.2,0,-0.7924768419510902,-0.6099020044000731,0.9510565162951535,0.30901699437494745
1013.1,30.3,26.7,24.8,22.3,73.0,46.0,10.2,9.1,0,-0.8028860814388822,-0.5961324854692258,0.9945218953682733,0.10452846326765368
1008.9,31.6,29.2,26.9,25.8,82.0,82.0,6.7,30.0,1,-0.8130560994785325,-0.5821853477207706,-0.8660254037844388,-0.4999999999999996
1010.3,32.9,28.6,26.9,24.6,79.0,51.0,11.0,11.9,0,-0.8229838658936564,-0.5680647467311559,0.9510565162951535,0.30901699437494745
1014.4,30.9,27.2,25.2,25.3,86.0,81.0,1.6,37.7,1,-0.8326664226872063,-0.5537748897605334,-0.9945218953682734,-0.10452846326765336
1009.5,31.2,29.4,26.8,21.8,75.0,72.0,7.3,13.1,1,-0.8421008849228114,-0.5393200344991996,0.9945218953682734,-0.10452846326765333
1014.2,28.5,27.2,24.8,25.5,89.0,86.0,2.4,13.0,1,-0.8512844415843512,-0.5247044877990078,-0.8660254037844388,-0.4999999999999996
1012.5,31.2,28.1,26.8,23.2,78.0,58.0,5.9,14.0,1,-0.8602143564135006,-0.5099326043901359,0.8660254037844387,0.4999999999999999
1010.5,30.4,28.5,26.4,23.3,78.0,45.0,10.2,24.8,0,-0.8688879687250064,-0.4950087855835816,-0.7431448254773944,-0.6691306063588581
1008.4,31.3,28.1,26.8,24.8,75.0,78.0,7.7,30.2,1,-0.8773026941994417,-0.4799374779597867,-0.9510565162951535,-0.30901699437494756
1012.5,31.1,28.8,26.5,24.0,79.0,77.0,6.4,17.3,1,-0.88545602565321,-0.46472317204376834,-0.9945218953682734,-0.10452846326765336
1015.0,31.2,28.8,27.8,25.1,87.0,69.0,9.5,21.3,1,-0.8933455337855631,-0.44937040096716124,-0.9945218953682734,-0.10452846326765336
1008.2,32.3,29.7,27.3,24.2,74.0,83.0,5.4,39.5,1,-0.900968867902419,-0.4338837391175583,-0.9945218953682733,0.10452846326765387
1006.0,32.2,29.4,27.4,24.7,82.0,85.0,3.5,25.9,1,-0.9083237566167538,-0.4182678007755655,-0.9945218953682734,-0.10452846326765336
1008.5,31.8,28.1,26.9,25.6,86.0,83.0,2.1,33.2,1,-0.9154080085253661,-0.4025272387399681,-0.9945218953682734,-0.10452846326765336
1012.5,31.2,28.2,25.8,20.6,70.0,44.0,9.3,33.4,0,-0.92221951286181,-0.38666674294141956,0.9510565162951535,0.30901699437494745
1008.9,32.4,28.8,27.9,25.4,81.0,69.0,5.7,18.2,1,-0.9287562401253023,-0.3706910390450676,-0.9945218953682733,0.10452846326765387
1008.0,32.2,29.7,26.6,24.3,80.0,78.0,5.0,15.9,1,-0.9350162426854147,-0.3546048870425359,0.20791169081775931,0.9781476007338057
1009.9,31.0,28.7,27.0,23.2,85.0,78.0,6.3,8.0,1,-0.9409976553623766,-0.3384130798336701,0.9945218953682733,0.10452846326765368
1012.5,30.8,27.8,26.5,23.2,76.0,45.0,7.6,9.8,1,-0.946698695982806,-0.3221204417984905,0.40673664307580015,0.9135454576426009
1010.2,32.3,29.0,26.6,25.4,82.0,69.0,4.7,21.3,1,-0.9521176659107141,-0.30573182735975296,-0.9945218953682734,-0.10452846326765336
1007.9,28.1,26.8,24.3,23.1,85.0,85.0,2.5,30.6,1,-0.9572529505536157,-0.2892521195365679,0.40673664307580043,-0.9135454576426008
1015.2,30.7,27.9,25.8,24.3,81.0,67.0,5.9,8.9,1,-0.9621030198436004,-0.2726862284894942,-0.587785252292473,-0.8090169943749475
1010.4,28.2,26.3,24.6,21.9,74.0,49.0,9.5,13.4,0,-0.9666664286932194,-0.25603909005754777,0.40673664307580015,0.9135454576426009
1007.6,29.9,27.0,26.5,25.6,92.0,88.0,0.5,8.0,1,-0.970941817426052,-0.23931566428755774,-0.8660254037844388,-0.4999999999999996
1009.1,28.2,27.5,25.4,25.4,89.0,88.0,0.2,20.3,1,-0.9749279121818236,-0.2225209339563146,-0.40673664307580093,0.9135454576426005
1008.1,31.0,28.7,27.0,25.0,81.0,78.0,6.4,23.5,1,-0.9786235252959552,-0.20565990308593696,-0.9945218953682733,0.10452846326765387
1005.7,28.2,25.5,23.4,20.6,84.0,89.0,2.0,23.4,1,-0.9820275556534304,-0.18873759545291638,0.40673664307580015,0.9135454576426009
1016.0,31.4,28.1,26.1,23.8,76.0,53.0,9.1,14.0,0,-0.9851389890168738,-0.17175905309127593,0.9510565162951536,-0.30901699437494734
1017.1,31.0,26.8,25.4,25.4,87.0,88.0,1.6,21.3,1,-0.9879568983287464,-0.15472933479028134,0.7431448254773941,0.6691306063588582
1017.0,30.3,27.9,26.2,23.8,81.0,66.0,5.9,8.3,1,-0.9904804439875631,-0.13765351458716854,0.9945218953682733,0.10452846326765368
1018.7,29.1,27.9,25.8,23.1,86.0,82.0,6.3,11.9,1,-0.992708874098054,-0.12053668025532357,0.8660254037844387,0.4999999999999999
1013.0,28.8,25.5,23.7,19.3,90.0,81.0,3.4,40.8,1,-0.9946415246951927,-0.10338393178836999,0.9945218953682734,-0.10452846326765333
1018.0,26.2,25.2,24.9,23.6,89.0,84.0,0.6,12.5,1,-0.9962778199420265,-0.08620037988061945,-0.9945218953682734,-0.10452846326765336
1017.4,26.8,24.5,24.4,22.1,94.0,88.0,1.2,40.4,1,-0.9976172723012475,-0.06899114440432517,-0.9945218953682733,0.10452846326765387
1018.7,29.3,25.4,24.7,24.8,94.0,88.0,0.1,15.2,0,-0.9986594826804561,-0.051761352884209834,-0.587785252292473,-0.8090169943749475
1018.9,26.1,24.8,23.5,19.9,70.0,64.0,6.4,50.7,0,-0.9994041405510704,-0.03451613896970879,0.9945218953682733,0.10452846326765368
1008.9,27.2,25.5,24.8,22.0,79.0,28.0,10.3,26.7,0,-0.9998510240408495,-0.017260640905388477,-0.9945218953682734,-0.10452846326765336
1017.7,26.6,25.5,23.6,19.4,95.0,95.0,0.0,28.4,1,-1.0,-1.8369701987210297e-16,0.9945218953682733,0.10452846326765368
1015.9,28.4,26.2,25.9,24.8,78.0,85.0,6.6,9.6,1,-0.9998510240408495,0.01726064090538811,0.9945218953682734,-0.10452846326765333
1016.9,24.8,22.9,20.6,22.2,92.0,88.0,0.0,50.6,1,-0.9994041405510704,0.03451613896970842,0.9945218953682733,0.10452846326765368
1010.3,25.2,23.7,22.3,21.7,82.0,61.0,6.6,14.1,0,-0.9986594826804561,0.051761352884209466,0.8660254037844387,0.4999999999999999
1018.8,26.8,24.0,23.9,22.7,90.0,82.0,2.2,21.8,1,-0.9976172723012476,0.0689911444043248,0.9945218953682733,0.10452846326765368
1012.5,27.8,25.8,23.4,20.6,76.0,47.0,7.6,9.0,0,-0.9962778199420265,0.08620037988061907,0.5877852522924731,0.8090169943749475
1019.0,25.8,22.6,20.5,20.4,79.0,73.0,0.7,11.3,0,-0.9946415246951927,0.10338393178836963,0.9945218953682733,0.10452846326765368
1015.9,28.7,25.7,20.6,19.9,65.0,51.0,9.4,20.9,1,-0.9927088740980541,0.12053668025532233,0.9945218953682733,0.10452846326765368
1018.9,26.0,24.8,23.7,22.4,75.0,46.0,5.5,20.5,0,-0.9904804439875632,0.13765351458716818,0.9945218953682734,-0.10452846326765333
1018.4,27.8,25.3,24.2,23.2,70.0,81.0,2.0,10.2,1,-0.9879568983287464,0.15472933479028098,0.9945218953682734,-0.10452846326765333
1019.1,25.7,24.7,24.5,22.3,80.0,88.0,0.3,20.2,1,-0.9851389890168737,0.17175905309127645,0.9945218953682733,0.10452846326765368
1017.1,27.7,25.5,24.0,21.4,75.0,78.0,7.6,17.3,1,-0.9820275556534303,0.1887375954529169,0.9945218953682733,0.10452846326765368
1019.8,28.9,23.7,21.0,19.0,79.0,79.0,3.2,11.0,1,-0.9786235252959552,0.2056599030859366,0.8660254037844386,-0.5000000000000002
1014.2,29.4,26.2,23.1,21.4,75.0,49.0,6.6,15.0,0,-0.9749279121818236,0.22252093395631423,0.20791169081775931,0.9781476007338057
1014.8,28.6,26.6,24.8,21.2,81.0,81.0,1.7,27.6,1,-0.9709418174260521,0.23931566428755738,0.7431448254773942,-0.6691306063588582
1017.8,27.8,25.8,24.3,22.3,68.0,56.0,9.9,9.6,1,-0.9666664286932197,0.25603909005754655,0.7431448254773941,0.6691306063588582
1018.8,28.8,24.5,22.2,19.9,70.0,48.0,7.7,14.5,0,-0.9621030198436005,0.27268622848949386,0.40673664307580015,0.9135454576426009
1012.2,28.9,23.8,20.2,21.4,85.0,84.0,0.7,40.4,1,-0.9572529505536158,0.28925211953656754,0.7431448254773941,0.6691306063588582
1011.6,25.9,24.7,22.4,22.7,62.0,84.0,7.5,21.5,1,-0.9521176659107142,0.3057318273597526,0.9945218953682733,0.10452846326765368
1016.8,25.9,23.7,23.3,21.4,84.0,70.0,9.2,25.0,0,-0.9466986959828061,0.3221204417984901,0.9945218953682734,-0.10452846326765333
1013.0,26.2,24.8,23.7,21.3,81.0,88.0,1.0,41.3,1,-0.9409976553623767,0.33841307983366975,0.9945218953682733,0.10452846326765368
1014.6,28.6,25.5,23.8,21.3,85.0,85.0,2.2,19.8,1,-0.9350162426854148,0.35460488704253557,0.9945218953682733,0.10452846326765368
1018.5,26.9,24.4,23.2,21.6,81.0,86.0,1.2,20.5,1,-0.9287562401253024,0.3706910390450673,0.9945218953682734,-0.10452846326765333
1016.8,28.6,25.4,24.3,23.2,87.0,82.0,1.4,14.5,1,-0.9222195128618105,0.3866667429414184,0.5877852522924731,0.8090169943749475
1018.5,26.9,24.2,20.8,20.6,89.0,82.0,3.5,17.3,1,-0.9154080085253663,0.4025272387399677,0.7431448254773941,0.6691306063588582
1014.5,25.4,23.1,21.0,19.0,87.0,82.0,2.0,16.1,0,-0.908323756616754,0.4182678007755652,0.8660254037844387,0.4999999999999999
1014.5,28.2,25.2,23.5,21.4,88.0,84.0,1.8,22.0,1,-0.9009688679024193,0.43388373911755795,0.7431448254773941,0.6691306063588582
1014.3,26.1,24.4,22.0,16.8,87.0,80.0,4.8,28.0,1,-0.8933455337855633,0.44937040096716097,0.40673664307580015,0.9135454576426009
1016.9,27.5,25.6,24.1,23.1,86.0,67.0,5.7,12.5,1,-0.8854560256532101,0.464723172043768,0.9945218953682734,-0.10452846326765333
1014.9,27.2,25.5,24.9,22.4,71.0,88.0,1.1,22.9,1,-0.8773026941994424,0.47993747795978564,0.9945218953682733,0.10452846326765368
1015.3,26.0,24.9,23.1,23.2,90.0,83.0,3.5,24.9,1,-0.8688879687250066,0.4950087855835813,0.9945218953682734,-0.10452846326765333
1017.7,27.0,25.6,24.0,23.2,86.0,79.0,1.2,15.3,1,-0.8602143564135009,0.5099326043901355,0.40673664307580015,0.9135454576426009
1016.9,27.5,24.5,23.5,22.4,82.0,88.0,4.5,24.9,1,-0.851284441584351,0.5247044877990082,0.8660254037844387,0.4999999999999999
1014.6,25.2,24.8,23.9,21.2,84.0,70.0,2.1,33.5,1,-0.8421008849228117,0.5393200344991993,0.9945218953682734,-0.10452846326765333
1015.2,25.0,23.9,23.6,19.9,76.0,61.0,8.8,14.1,0,-0.8326664226872064,0.553774889760533,0.9510565162951536,-0.30901699437494734
1017.0,27.7,24.0,22.6,19.6,91.0,78.0,3.3,16.4,1,-0.8229838658936566,0.5680647467311556,0.5,0.8660254037844386
1018.4,26.4,24.4,23.3,23.3,86.0,66.0,9.7,8.3,1,-0.8130560994785327,0.5821853477207704,0.9510565162951535,0.30901699437494745
1020.2,20.6,19.5,18.2,16.8,86.0,88.0,0.1,43.8,1,-0.8028860814388828,0.5961324854692248,0.9510565162951535,0.30901699437494745
1020.3,21.3,19.3,17.2,14.9,75.0,88.0,1.6,25.0,1,-0.7924768419510905,0.6099020044000728,0.8660254037844387,0.4999999999999999
1022.3,21.8,18.4,17.4,15.7,88.0,88.0,3.0,16.7,1,-0.7818314824680299,0.6234898018587334,0.9945218953682733,0.10452846326765368
1018.8,22.3,20.8,19.1,18.5,90.0,81.0,0.0,15.8,1,-0.7709531747949798,0.6368918293348889,0.7431448254773941,0.6691306063588582
1020.6,21.6,19.1,18.1,17.8,77.0,83.0,0.4,16.7,1,-0.7598451601445793,0.6501040936687438,0.9945218953682734,-0.10452846326765333
1020.8,21.0,18.4,16.9,14.4,75.0,51.0,8.8,14.5,0,-0.7485107481711011,0.6631226582407952,0.7431448254773941,0.6691306063588582
1018.6,21.2,19.3,17.2,16.5,92.0,84.0,0.1,35.8,1,-0.7369533159843369,0.6759436441447543,0.40673664307580015,0.9135454576426009
1019.8,21.9,19.8,18.2,14.7,70.0,49.0,7.5,23.5,0,-0.7251763071433767,0.6885632313432768,0.40673664307580015,0.9135454576426009
1020.9,20.5,18.8,17.5,15.0,89.0,88.0,0.0,25.0,1,-0.7131832306305961,0.7009776598061497,0.40673664307580015,0.9135454576426009
1016.4,18.7,17.5,16.2,13.2,76.0,78.0,1.4,23.4,1,-0.7009776598061493,0.7131832306305963,0.20791169081775931,0.9781476007338057
1020.8,18.9,17.3,16.4,13.3,78.0,86.0,2.2,39.7,0,-0.6885632313432771,0.7251763071433764,0.9945218953682733,0.10452846326765368
1016.8,19.3,21.6,19.4,15.8,70.0,83.0,0.0,33.2,1,-0.6759436441447546,0.7369533159843366,0.8660254037844387,0.4999999999999999
1019.4,19.4,17.5,16.9,16.8,87.0,86.0,0.5,25.9,1,-0.6631226582407955,0.7485107481711007,0.9945218953682733,0.10452846326765368
1018.9,25.1,21.8,20.6,19.9,92.0,84.0,1.3,19.8,1,-0.6501040936687448,0.7598451601445784,0.5877852522924731,0.8090169943749475
1022.2,22.1,19.2,18.0,16.0,90.0,95.0,0.6,28.4,1,-0.6368918293348892,0.7709531747949796,0.9510565162951535,0.30901699437494745
1020.6,20.5,17.5,16.3,12.6,72.0,49.0,7.9,38.0,0,-0.6234898018587337,0.7818314824680297,0.40673664307580015,0.9135454576426009
1022.2,20.6,18.7,16.9,14.9,78.0,90.0,0.0,36.0,1,-0.6099020044000731,0.7924768419510901,0.9510565162951535,0.30901699437494745
1018.0,23.3,20.8,18.4,17.8,81.0,84.0,1.6,13.0,1,-0.5961324854692251,0.8028860814388826,0.7431448254773941,0.6691306063588582
1022.2,18.6,17.3,15.9,12.9,78.0,89.0,0.0,19.0,1,-0.5821853477207714,0.813056099478532,0.40673664307580015,0.9135454576426009
1017.5,18.9,18.4,17.4,16.0,95.0,91.0,0.0,48.0,1,-0.5680647467311559,0.8229838658936564,0.5877852522924731,0.8090169943749475
1025.6,18.9,13.5,11.7,0.2,76.0,90.0,1.1,28.0,1,-0.5537748897605341,0.8326664226872057,0.40673664307580015,0.9135454576426009
1024.2,17.2,15.0,13.7,17.2,79.0,83.0,1.5,27.4,1,-0.5393200344991996,0.8421008849228114,0.40673664307580015,0.9135454576426009
1016.5,17.8,16.8,14.8,15.9,87.0,94.0,0.0,21.5,1,-0.5247044877990079,0.8512844415843512,0.40673664307580015,0.9135454576426009
1018.9,17.4,15.5,14.5,11.9,90.0,88.0,0.0,37.5,1,-0.509932604390136,0.8602143564135006,0.7431448254773941,0.6691306063588582
1022.8,16.7,14.6,12.4,11.0,70.0,46.0,8.3,19.0,0,-0.49500878558358086,0.8688879687250068,0.40673664307580015,0.9135454576426009
1024.9,17.3,15.2,11.8,10.6,54.0,58.0,8.5,19.3,0,-0.4799374779597868,0.8773026941994417,0.8660254037844387,0.4999999999999999
1020.6,18.6,16.1,12.9,12.9,92.0,86.0,0.6,31.2,1,-0.4647231720437684,0.88545602565321,0.5877852522924731,0.8090169943749475
1016.8,19.9,18.1,17.1,18.4,95.0,95.0,0.0,38.0,1,-0.44937040096716213,0.8933455337855627,0.9510565162951535,0.30901699437494745
1019.9,18.0,17.5,15.9,15.0,90.0,90.0,0.0,39.7,1,-0.43388373911755834,0.900968867902419,0.7431448254773941,0.6691306063588582
1022.7,17.4,15.2,13.3,9.6,75.0,45.0,8.4,9.8,0,-0.4182678007755656,0.9083237566167538,0.40673664307580015,0.9135454576426009
1017.0,20.5,18.5,17.8,15.6,90.0,93.0,0.3,16.3,1,-0.4025272387399673,0.9154080085253664,0.40673664307580015,0.9135454576426009
1023.8,16.8,14.8,13.5,8.0,62.0,94.0,0.0,29.0,1,-0.3866667429414196,0.92221951286181,0.40673664307580015,0.9135454576426009
1022.8,15.5,14.6,13.3,12.7,77.0,88.0,0.0,27.3,1,-0.37069103904506767,0.9287562401253022,0.9945218953682733,0.10452846326765368
1017.2,21.4,19.4,17.1,18.0,86.0,80.0,6.4,14.5,1,-0.3546048870425351,0.935016242685415,0.7431448254773941,0.6691306063588582
1020.8,18.6,17.3,16.1,13.3,75.0,88.0,0.6,26.9,1,-0.33841307983367097,0.9409976553623762,0.9945218953682733,0.10452846326765368
1017.7,24.5,21.8,20.5,19.9,84.0,88.0,0.0,19.2,1,-0.32212044179849053,0.946698695982806,0.9945218953682734,-0.10452846326765333
1020.3,22.2,20.6,19.6,16.2,72.0,77.0,1.4,28.4,1,-0.305731827359753,0.9521176659107141,0.9945218953682733,0.10452846326765368
1017.9,20.6,18.8,19.1,17.8,85.0,91.0,0.3,13.0,1,-0.28925211953656793,0.9572529505536157,0.7431448254773941,0.6691306063588582
1022.7,16.2,15.2,13.7,14.3,92.0,88.0,0.0,37.5,1,-0.27268622848949425,0.9621030198436004,0.9510565162951535,0.30901699437494745
1020.8,22.8,20.7,17.2,11.6,67.0,46.0,7.2,28.3,0,-0.25603909005754694,0.9666664286932196,0.5877852522924731,0.8090169943749475
1018.4,23.1,21.4,19.4,19.4,90.0,89.0,1.9,16.3,1,-0.23931566428755865,0.9709418174260518,0.8660254037844387,0.4999999999999999
1023.8,21.5,20.4,19.4,17.9,72.0,69.0,2.4,14.8,1,-0.22252093395631464,0.9749279121818235,0.40673664307580015,0.9135454576426009
1019.1,21.4,18.5,17.3,16.9,82.0,82.0,2.7,27.4,1,-0.205659903085937,0.9786235252959552,0.9945218953682734,-0.10452846326765333
1018.0,20.1,19.1,18.4,16.7,95.0,88.0,0.0,35.8,1,-0.18873759545291732,0.9820275556534301,0.40673664307580015,0.9135454576426009
1020.6,24.4,22.2,20.6,19.4,74.0,82.0,6.3,38.3,1,-0.171759053091276,0.9851389890168738,0.9945218953682733,0.10452846326765368
1017.5,20.6,18.3,17.1,15.1,89.0,88.0,0.0,35.3,1,-0.15472933479028142,0.9879568983287464,0.40673664307580015,0.9135454576426009
1019.7,23.0,19.9,17.2,16.8,79.0,89.0,2.9,15.1,1,-0.1376535145871677,0.9904804439875633,0.40673664307580015,0.9135454576426009
1016.8,20.9,20.0,19.2,16.8,85.0,83.0,0.6,27.3,1,-0.12053668025532363,0.992708874098054,0.9945218953682733,0.10452846326765368
1025.9,17.5,18.0,16.5,13.3,79.0,89.0,0.5,23.4,1,-0.10338393178837006,0.9946415246951927,0.40673664307580015,0.9135454576426009
1019.5,17.7,16.0,16.5,16.5,93.0,97.0,0.0,21.4,1,-0.08620037988062039,0.9962778199420264,0.8660254037844387,0.4999999999999999
1014.6,21.0,20.8,19.9,19.9,95.0,88.0,0.0,18.0,1,-0.06899114440432523,0.9976172723012475,0.7431448254773941,0.6691306063588582
1013.4,21.1,20.0,19.8,19.6,95.0,88.0,0.0,34.3,1,-0.051761352884209896,0.9986594826804561,0.9945218953682733,0.10452846326765368
